Dates,Song,Artist,Position
November 26,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14
November 26,Trip,Ella Mai,15
November 26,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,16
November 26,Eastside,benny blanco,17
November 26,MIA,Bad Bunny Featuring Drake,18
November 26,Love Lies,Khalid ,19
November 26,Natural,Imagine Dragons,20
November 26,Money,Cardi B,21
November 26,Taki Taki,DJ Snake Featuring Selena Gomez,22
November 26,Shallow,Lady Gaga ,23
November 26,I Like It,Cardi B,24
November 26,In My Feelings,Drake,25
November 26,God Is A Woman,Ariana Grande,26
November 26,Taste,Tyga Featuring Offset,27
November 26,Leave Me Alone,Flipp Dinero,28
November 26,All I Want For Christmas Is You,Mariah Carey,29
November 26,Beautiful,Bazzi Featuring Camila Cabello,30
November 26,Yes Indeed,Lil Baby ,31
November 26,Nonstop,Drake,32
November 26,Speechless,Dan + Shay,33
November 26,She Got The Best Of Me ,Luke Combs,34
November 26,Broken,lovelytheband,35
November 26,Tequila,Dan + Shay,36
November 26,Uproar,Lil Wayne,37
November 26,FEFE,6ix9ine Featuring Nicki Minaj ,38
November 26,BAD!,XXXTENTACION,39
November 26,Lose It,Kane Brown,40
November 26,Ring,Cardi B Featuring Kehlani,41
November 26,Boo'd Up,Ella Mai,42
November 26,Better,Khalid,43
November 26,I Like Me Better,Lauv,44
November 26,Psycho,Post Malone Featuring Ty Dolla $ign,45
November 26,Sad!,XXXTENTACION,46
November 26,Best Shot,Jimmie Allen,47
November 26,Lie,NF,48
November 26,Arms Around You,XXXTENTACION,49
November 26,Bohemian Rhapsody,Queen,50
November 26,Dangerous,Meek Mill Featuring Jeremih ,51
November 26,When The Party's Over,Billie Eilish,52
November 26,Armed And Dangerous,Juice WRLD,53
November 26,Lost In Japan,Shawn Mendes X Zedd,54
November 26,Drunk Me,Mitchell Tenpenny,55
November 26,That's On Me,Yella Beezy,56
November 26,Close Friends,Lil Baby,57
November 26,You Say,Lauren Daigle,58
November 26,I'm A Mess,Bebe Rexha,59
November 26,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,60
November 26,Topanga,Trippie Redd,61
November 26,Rich,Maren Morris,62
November 26,10 Freaky Girls,Metro Boomin Featuring 21 Savage,63
November 26,Fine China,Future ,64
November 26,Backin' It Up,Pardison Fontaine Featuring Cardi B,65
November 26,No Stylist,French Montana Featuring Drake,66
November 26,Hangin' On,Chris Young,67
November 26,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,68
November 26,Burning Man,Dierks Bentley Featuring Brothers Osborne,69
November 26,Never Recover,Lil Baby ,70
November 26,Dip,Tyga ,71
November 26,Talk To Me,Tory Lanez ,72
November 26,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,73
November 26,Space Cadet,Metro Boomin Featuring Gunna,74
November 26,I Love It,Kanye West ,75
November 26,Be Alright,Dean Lewis,76
November 26,Blue Tacoma,Russell Dickerson,77
November 26,Don't Come Out The House,Metro Boomin Featuring 21 Savage,78
November 26,Ella Quiere Beber,Anuel AA ,79
November 26,Lovely,Billie Eilish ,80
November 26,Take One,Kodak Black,81
November 26,Consequences,Camila Cabello,82
November 26,Best Part,Daniel Caesar Featuring H.E.R.,83
November 26,Falling Down,Lil Peep ,84
November 26,STOOPID,6ix9ine Featuring Bobby Shmurda,85
November 26,W O R K I N M E,Quavo,86
November 26,Sixteen,Thomas Rhett,87
November 26,Good Girl,Dustin Lynch,88
November 26,Lucky You,Eminem Featuring Joyner Lucas,89
November 26,Last Shot,Kip Moore,90
November 26,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,91
November 26,Twerk,City Girls Featuring Cardi B,92
November 26,Noticed,Lil Mosey,93
November 26,Electricity,Silk City,94
November 26,Desperate Man,Eric Church,95
November 26,Millionaire,Chris Stapleton,96
November 26,Ocean Eyes,Billie Eilish,97
November 26,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,98
November 26,Girl Like You,Jason Aldean,99
November 26,Burn The House Down,AJR,100
December 03,Sicko Mode,Travis Scott,1
December 03,"Thank U, Next",Ariana Grande,2
December 03,Happier,Marshmello ,3
December 03,Without Me,Halsey,4
December 03,High Hopes,Panic! At The Disco,5
December 03,Mo Bamba,Sheck Wes,6
December 03,ZEZE,Kodak Black Featuring Travis Scott ,7
December 03,Drip Too Hard,Lil Baby ,8
December 03,Girls Like You,Maroon 5 Featuring Cardi B,9
December 03,Lucid Dreams,Juice WRLD,10
December 03,Better Now,Post Malone,11
December 03,Youngblood,5 Seconds Of Summer,12
December 03,Breathin,Ariana Grande,13
December 03,All I Want For Christmas Is You,Mariah Carey,14
December 03,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,15
December 03,Trip,Ella Mai,16
December 03,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,17
December 03,Eastside,benny blanco,18
December 03,MIA,Bad Bunny Featuring Drake,19
December 03,Love Lies,Khalid ,20
December 03,It's The Most Wonderful Time Of The Year,Andy Williams,21
December 03,Taki Taki,DJ Snake Featuring Selena Gomez,22
December 03,Rockin' Around The Christmas Tree,Brenda Lee,23
December 03,Money,Cardi B,24
December 03,Natural,Imagine Dragons,25
December 03,A Holly Jolly Christmas,Burl Ives,26
December 03,Leave Me Alone,Flipp Dinero,27
December 03,Shallow,Lady Gaga ,28
December 03,Better,Khalid,29
December 03,Beautiful,Bazzi Featuring Camila Cabello,30
December 03,I Like It,Cardi B,31
December 03,Broken,lovelytheband,32
December 03,Jingle Bell Rock,Bobby Helms,33
December 03,God Is A Woman,Ariana Grande,34
December 03,Taste,Tyga Featuring Offset,35
December 03,FEFE,6ix9ine Featuring Nicki Minaj ,36
December 03,In My Feelings,Drake,37
December 03,Speechless,Dan + Shay,38
December 03,The Christmas Song (Merry Christmas To You),Nat King Cole,39
December 03,Uproar,Lil Wayne,40
December 03,Lose It,Kane Brown,41
December 03,She Got The Best Of Me ,Luke Combs,42
December 03,Last Christmas,Wham!,43
December 03,Yes Indeed,Lil Baby ,44
December 03,Tequila,Dan + Shay,45
December 03,Nonstop,Drake,46
December 03,Ring,Cardi B Featuring Kehlani,47
December 03,Dangerous,Meek Mill Featuring Jeremih ,48
December 03,Best Shot,Jimmie Allen,49
December 03,Boo'd Up,Ella Mai,50
December 03,Lie,NF,51
December 03,When The Party's Over,Billie Eilish,52
December 03,Drunk Me,Mitchell Tenpenny,53
December 03,BAD!,XXXTENTACION,54
December 03,Armed And Dangerous,Juice WRLD,55
December 03,Lost In Japan,Shawn Mendes X Zedd,56
December 03,Arms Around You,XXXTENTACION,57
December 03,MAMA,6ix9ine Featuring Nicki Minaj ,58
December 03,KIKA,6ix9ine Featuring Tory Lanez,59
December 03,You Say,Lauren Daigle,60
December 03,STOOPID,6ix9ine Featuring Bobby Shmurda,61
December 03,TIC TOC,6ix9ine Featuring Lil Baby,62
December 03,Close Friends,Lil Baby,63
December 03,Fine China,Future ,64
December 03,Be Alright,Dean Lewis,65
December 03,Topanga,Trippie Redd,66
December 03,That's On Me,Yella Beezy,67
December 03,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,68
December 03,Come Out And Play,Billie Eilish,69
December 03,10 Freaky Girls,Metro Boomin Featuring 21 Savage,70
December 03,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,71
December 03,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,72
December 03,No Stylist,French Montana Featuring Drake,73
December 03,Burning Man,Dierks Bentley Featuring Brothers Osborne,74
December 03,Talk To Me,Tory Lanez ,75
December 03,Backin' It Up,Pardison Fontaine Featuring Cardi B,76
December 03,Consequences,Camila Cabello,77
December 03,I'm A Mess,Bebe Rexha,78
December 03,Hangin' On,Chris Young,79
December 03,Dip,Tyga ,80
December 03,Good Girl,Dustin Lynch,81
December 03,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,82
December 03,Lovely,Billie Eilish ,83
December 03,Ella Quiere Beber,Anuel AA ,84
December 03,Never Recover,Lil Baby ,85
December 03,BEBE,6ix9ine Featuring Anuel AA,86
December 03,Rich,Maren Morris,87
December 03,Sixteen,Thomas Rhett,88
December 03,Blue Tacoma,Russell Dickerson,89
December 03,You,Jacquees,90
December 03,Space Cadet,Metro Boomin Featuring Gunna,91
December 03,Last Shot,Kip Moore,92
December 03,Best Part,Daniel Caesar Featuring H.E.R.,93
December 03,Girl Like You,Jason Aldean,94
December 03,Don't Come Out The House,Metro Boomin Featuring 21 Savage,95
December 03,Ocean Eyes,Billie Eilish,96
December 03,I Love It,Kanye West ,97
December 03,Falling Down,Lil Peep ,98
December 03,Noticed,Lil Mosey,99
December 03,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,100
December 10,"Thank U, Next",Ariana Grande,1
December 10,Sicko Mode,Travis Scott,2
December 10,Without Me,Halsey,3
December 10,Happier,Marshmello ,4
December 10,High Hopes,Panic! At The Disco,5
December 10,Going Bad,Meek Mill Featuring Drake,6
December 10,All I Want For Christmas Is You,Mariah Carey,7
December 10,ZEZE,Kodak Black Featuring Travis Scott ,8
December 10,Drip Too Hard,Lil Baby ,9
December 10,Mo Bamba,Sheck Wes,10
December 10,Girls Like You,Maroon 5 Featuring Cardi B,11
December 10,Breathin,Ariana Grande,12
December 10,Lucid Dreams,Juice WRLD,13
December 10,Youngblood,5 Seconds Of Summer,14
December 10,Better Now,Post Malone,15
December 10,It's The Most Wonderful Time Of The Year,Andy Williams,16
December 10,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,17
December 10,Eastside,benny blanco,18
December 10,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,19
December 10,What's Free,Meek Mill Featuring Rick Ross ,20
December 10,Rockin' Around The Christmas Tree,Brenda Lee,21
December 10,A Holly Jolly Christmas,Burl Ives,22
December 10,Trip,Ella Mai,23
December 10,Taki Taki,DJ Snake Featuring Selena Gomez,24
December 10,MIA,Bad Bunny Featuring Drake,25
December 10,Jingle Bell Rock,Bobby Helms,26
December 10,Love Lies,Khalid ,27
December 10,Money,Cardi B,28
December 10,The Christmas Song (Merry Christmas To You),Nat King Cole,29
December 10,On Me,Meek Mill Featuring Cardi B,30
December 10,Dangerous,Meek Mill Featuring Jeremih ,31
December 10,Leave Me Alone,Flipp Dinero,32
December 10,Better,Khalid,33
December 10,Last Christmas,Wham!,34
December 10,Natural,Imagine Dragons,35
December 10,Rudolph The Red-Nosed Reindeer,Gene Autry,36
December 10,Beautiful,Bazzi Featuring Camila Cabello,37
December 10,Shallow,Lady Gaga ,38
December 10,Uptown Vibes,Meek Mill Featuring Fabolous ,39
December 10,Speechless,Dan + Shay,40
December 10,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,41
December 10,I Like It,Cardi B,42
December 10,MAMA,6ix9ine Featuring Nicki Minaj ,43
December 10,KIKA,6ix9ine Featuring Tory Lanez,44
December 10,Broken,lovelytheband,45
December 10,Pure Cocaine,Lil Baby,46
December 10,Taste,Tyga Featuring Offset,47
December 10,God Is A Woman,Ariana Grande,48
December 10,She Got The Best Of Me ,Luke Combs,49
December 10,Uproar,Lil Wayne,50
December 10,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,51
December 10,FEFE,6ix9ine Featuring Nicki Minaj ,52
December 10,TIC TOC,6ix9ine Featuring Lil Baby,53
December 10,24/7,Meek Mill Featuring Ella Mai,54
December 10,Intro,Meek Mill,55
December 10,Drunk Me,Mitchell Tenpenny,56
December 10,Respect The Game,Meek Mill,57
December 10,Ring,Cardi B Featuring Kehlani,58
December 10,Best Shot,Jimmie Allen,59
December 10,Good Form,Nicki Minaj Featuring Lil Wayne,60
December 10,Trauma,Meek Mill,61
December 10,Time,Lil Baby Featuring Meek Mill,62
December 10,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,63
December 10,Calling My Spirit,Kodak Black,64
December 10,Lie,NF,65
December 10,Ready,Lil Baby Featuring Gunna,66
December 10,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,67
December 10,When The Party's Over,Billie Eilish,68
December 10,You Say,Lauren Daigle,69
December 10,Championships,Meek Mill,70
December 10,Lost In Japan,Shawn Mendes X Zedd,71
December 10,Tic Tac Toe,Meek Mill Featuring Kodak Black,72
December 10,Almost Slipped,Meek Mill,73
December 10,Arms Around You,XXXTENTACION,74
December 10,BAD!,XXXTENTACION,75
December 10,Armed And Dangerous,Juice WRLD,76
December 10,Splash Warning,Meek Mill Featuring Future,77
December 10,Pay You Back,Meek Mill Featuring 21 Savage,78
December 10,Be Alright,Dean Lewis,79
December 10,That's On Me,Yella Beezy,80
December 10,Foot Fungus,Ski Mask The Slump God,81
December 10,Crush A Lot,Lil Baby,82
December 10,Talk To Me,Tory Lanez ,83
December 10,Close Friends,Lil Baby,84
December 10,Oodles O' Noodles Babies,Meek Mill,85
December 10,Backin' It Up,Pardison Fontaine Featuring Cardi B,86
December 10,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,87
December 10,Fine China,Future ,88
December 10,STOOPID,6ix9ine Featuring Bobby Shmurda,89
December 10,Burning Man,Dierks Bentley Featuring Brothers Osborne,90
December 10,Global,Lil Baby,91
December 10,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,92
December 10,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,93
December 10,Consequences,Camila Cabello,94
December 10,No Stylist,French Montana Featuring Drake,95
December 10,Good Girl,Dustin Lynch,96
December 10,Ella Quiere Beber,Anuel AA ,97
December 10,Word On The Street,Lil Baby,98
December 10,Sixteen,Thomas Rhett,99
December 10,You,Jacquees,100
December 17,"Thank U, Next",Ariana Grande,1
December 17,Without Me,Halsey,2
December 17,Sicko Mode,Travis Scott,3
December 17,Happier,Marshmello ,4
December 17,High Hopes,Panic! At The Disco,5
December 17,All I Want For Christmas Is You,Mariah Carey,6
December 17,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,7
December 17,Drip Too Hard,Lil Baby ,8
December 17,ZEZE,Kodak Black Featuring Travis Scott ,9
December 17,Girls Like You,Maroon 5 Featuring Cardi B,10
December 17,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,11
December 17,Mo Bamba,Sheck Wes,12
December 17,It's The Most Wonderful Time Of The Year,Andy Williams,13
December 17,Breathin,Ariana Grande,14
December 17,Jingle Bell Rock,Bobby Helms,15
December 17,Eastside,benny blanco,16
December 17,Going Bad,Meek Mill Featuring Drake,17
December 17,Rockin' Around The Christmas Tree,Brenda Lee,18
December 17,Lucid Dreams,Juice WRLD,19
December 17,Better Now,Post Malone,20
December 17,A Holly Jolly Christmas,Burl Ives,21
December 17,Youngblood,5 Seconds Of Summer,22
December 17,Trip,Ella Mai,23
December 17,The Christmas Song (Merry Christmas To You),Nat King Cole,24
December 17,Taki Taki,DJ Snake Featuring Selena Gomez,25
December 17,MIA,Bad Bunny Featuring Drake,26
December 17,Rudolph The Red-Nosed Reindeer,Gene Autry,27
December 17,Leave Me Alone,Flipp Dinero,28
December 17,Money,Cardi B,29
December 17,Love Lies,Khalid ,30
December 17,Last Christmas,Wham!,31
December 17,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,32
December 17,BAD!,XXXTENTACION,33
December 17,Speechless,Dan + Shay,34
December 17,Better,Khalid,35
December 17,Beautiful,Bazzi Featuring Camila Cabello,36
December 17,whoa (mind in awe),XXXTENTACION,37
December 17,I Like It,Cardi B,38
December 17,Shallow,Lady Gaga ,39
December 17,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,40
December 17,Sleigh Ride,The Ronettes,41
December 17,Feliz Navidad,Jose Feliciano,42
December 17,Natural,Imagine Dragons,43
December 17,Uproar,Lil Wayne,44
December 17,Broken,lovelytheband,45
December 17,Taste,Tyga Featuring Offset,46
December 17,She Got The Best Of Me ,Luke Combs,47
December 17,Guardian Angel,XXXTENTACION,48
December 17,Dangerous,Meek Mill Featuring Jeremih ,49
December 17,God Is A Woman,Ariana Grande,50
December 17,I Don't Let Go,XXXTENTACION,51
December 17,Best Shot,Jimmie Allen,52
December 17,Calling My Spirit,Kodak Black,53
December 17,Drunk Me,Mitchell Tenpenny,54
December 17,Pure Cocaine,Lil Baby,55
December 17,Lost In Japan,Shawn Mendes X Zedd,56
December 17,Arms Around You,XXXTENTACION,57
December 17,You Say,Lauren Daigle,58
December 17,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,59
December 17,KIKA,6ix9ine Featuring Tory Lanez,60
December 17,What's Free,Meek Mill Featuring Rick Ross ,61
December 17,One Minute,XXXTENTACION Featuring Kanye West ,62
December 17,Be Alright,Dean Lewis,63
December 17,Train Food,XXXTENTACION,64
December 17,What Are You So Afraid Of,XXXTENTACION,65
December 17,Backin' It Up,Pardison Fontaine Featuring Cardi B,66
December 17,Armed And Dangerous,Juice WRLD,67
December 17,Staring At The Sky,XXXTENTACION,68
December 17,When The Party's Over,Billie Eilish,69
December 17,Lie,NF,70
December 17,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,71
December 17,Consequences,Camila Cabello,72
December 17,Burning Man,Dierks Bentley Featuring Brothers Osborne,73
December 17,Talk To Me,Tory Lanez ,74
December 17,MAMA,6ix9ine Featuring Nicki Minaj ,75
December 17,Sixteen,Thomas Rhett,76
December 17,Girl Like You,Jason Aldean,77
December 17,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,78
December 17,Uptown Vibes,Meek Mill Featuring Fabolous ,79
December 17,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,80
December 17,Good Girl,Dustin Lynch,81
December 17,On Me,Meek Mill Featuring Cardi B,82
December 17,You,Jacquees,83
December 17,Difference (Interlude),XXXTENTACION,84
December 17,No Stylist,French Montana Featuring Drake,85
December 17,24/7,Meek Mill Featuring Ella Mai,86
December 17,Last Shot,Kip Moore,87
December 17,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,88
December 17,Fine China,Future ,89
December 17,Close Friends,Lil Baby,90
December 17,TIC TOC,6ix9ine Featuring Lil Baby,91
December 17,That's On Me,Yella Beezy,92
December 17,Ella Quiere Beber,Anuel AA ,93
December 17,Good Form,Nicki Minaj Featuring Lil Wayne,94
December 17,Look Back At It,A Boogie Wit da Hoodie,95
December 17,This Is It,Scotty McCreery,96
December 17,Beautiful Crazy,Luke Combs,97
December 17,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,98
December 17,Dip,Tyga ,99
December 17,Yosemite,Travis Scott,100
December 24,"Thank U, Next",Ariana Grande,1
December 24,Without Me,Halsey,2
December 24,Sicko Mode,Travis Scott,3
December 24,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,4
December 24,Happier,Marshmello ,5
December 24,High Hopes,Panic! At The Disco,6
December 24,All I Want For Christmas Is You,Mariah Carey,7
December 24,ZEZE,Kodak Black Featuring Travis Scott ,8
December 24,Drip Too Hard,Lil Baby ,9
December 24,It's The Most Wonderful Time Of The Year,Andy Williams,10
December 24,Rockin' Around The Christmas Tree,Brenda Lee,11
December 24,A Holly Jolly Christmas,Burl Ives,12
December 24,Jingle Bell Rock,Bobby Helms,13
December 24,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14
December 24,Girls Like You,Maroon 5 Featuring Cardi B,15
December 24,Mo Bamba,Sheck Wes,16
December 24,The Christmas Song (Merry Christmas To You),Nat King Cole,17
December 24,Eastside,benny blanco,18
December 24,Breathin,Ariana Grande,19
December 24,Youngblood,5 Seconds Of Summer,20
December 24,Better Now,Post Malone,21
December 24,Going Bad,Meek Mill Featuring Drake,22
December 24,Lucid Dreams,Juice WRLD,23
December 24,Imagine,Ariana Grande,24
December 24,Taki Taki,DJ Snake Featuring Selena Gomez,25
December 24,MIA,Bad Bunny Featuring Drake,26
